conceptid,Preflabel,altlabels,ParentConceptid,ConceptType,Provider
LANGUAGE:1,Afro-Asiatic language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:2,Algonquian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:3,Austroasiatic language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:4,Austronesian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:5,Aymaran language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:6,Constructed language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:7,Creole language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:8,Dene-Yeniseian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:9,Dravidian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:10,Eskimo-Aleut language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:11,Indo-European language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:12,Japonic language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:13,Koreanic language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:14,Language isolate language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:15,Mongolic language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:16,Niger-Congo language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:17,Nilo-Saharan language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:18,Northeast Caucasian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:19,Northwest Caucasian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:20,Quechuan language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:21,Sino-Tibetan language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:22,South Caucasian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:23,Tai-Kadai language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:24,Tupian language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:25,Turkic language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:26,Uralic language family,,LANGUAGE AUTHORITY DOCUMENT.csv,Index,GCI
LANGUAGE:27,Abkhaz,ab,LANGUAGE:19,Index,LOC/ISO 639-1
LANGUAGE:28,Afar,aa,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:29,Afrikaans,af,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:30,Akan,ak,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:31,Albanian,sq,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:32,Amharic,am,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:33,Arabic,ar,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:34,Aragonese,an,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:35,Armenian,hy,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:36,Assamese,as,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:37,Avaric,av,LANGUAGE:18,Index,LOC/ISO 639-1
LANGUAGE:38,Avestan,ae,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:39,Aymara,ay,LANGUAGE:5,Index,LOC/ISO 639-1
LANGUAGE:40,Azerbaijani,az,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:41,Bambara,bm,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:42,Bashkir,ba,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:43,Basque,eu,LANGUAGE:14,Index,LOC/ISO 639-1
LANGUAGE:44,Belarusian,be,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:45,Bengali | Bangla,bn,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:46,Bihari,bh,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:47,Bislama,bi,LANGUAGE:7,Index,LOC/ISO 639-1
LANGUAGE:48,Bosnian,bs,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:49,Breton,br,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:50,Bulgarian,bg,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:51,Burmese,my,LANGUAGE:21,Index,LOC/ISO 639-1
LANGUAGE:52,Catalan | Valencian,ca,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:53,Chamorro,ch,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:54,Chechen,ce,LANGUAGE:18,Index,LOC/ISO 639-1
LANGUAGE:55,Chichewa | Chewa | Nyanja,ny,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:56,Chinese,zh,LANGUAGE:21,Index,LOC/ISO 639-1
LANGUAGE:57,Chuvash,cv,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:58,Cornish,kw,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:59,Corsican,co,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:60,Cree,cr,LANGUAGE:2,Index,LOC/ISO 639-1
LANGUAGE:61,Croatian,hr,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:62,Czech,cs,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:63,Danish,da,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:64,Divehi | Dhivehi | Maldivian,dv,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:65,Dutch,nl,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:66,Dzongkha,dz,LANGUAGE:21,Index,LOC/ISO 639-1
LANGUAGE:67,English,en,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:68,Esperanto,eo,LANGUAGE:6,Index,LOC/ISO 639-1
LANGUAGE:69,Estonian,et,LANGUAGE:26,Index,LOC/ISO 639-1
LANGUAGE:70,Ewe,ee,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:71,Faroese,fo,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:72,Fijian,fj,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:73,Finnish,fi,LANGUAGE:26,Index,LOC/ISO 639-1
LANGUAGE:74,French,fr,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:75,Fula | Fulah | Pulaar | Pular,ff,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:76,Galician,gl,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:77,Ganda,lg,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:78,Georgian,ka,LANGUAGE:22,Index,LOC/ISO 639-1
LANGUAGE:79,German,de,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:80,Greek (modern),el,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:81,Guarani,gn,LANGUAGE:24,Index,LOC/ISO 639-1
LANGUAGE:82,Gujarati,gu,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:83,Haitian | Haitian Creole,ht,LANGUAGE:7,Index,LOC/ISO 639-1
LANGUAGE:84,Hausa,ha,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:85,Hebrew (modern),he,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:86,Herero,hz,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:87,Hindi,hi,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:88,Hiri Motu,ho,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:89,Hungarian,hu,LANGUAGE:26,Index,LOC/ISO 639-1
LANGUAGE:90,Icelandic,is,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:91,Ido,io,LANGUAGE:6,Index,LOC/ISO 639-1
LANGUAGE:92,Igbo,ig,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:93,Indonesian,id,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:94,Interlingua,ia,LANGUAGE:6,Index,LOC/ISO 639-1
LANGUAGE:95,Interlingue,ie,LANGUAGE:6,Index,LOC/ISO 639-1
LANGUAGE:96,Inuktitut,iu,LANGUAGE:10,Index,LOC/ISO 639-1
LANGUAGE:97,Inupiaq,ik,LANGUAGE:10,Index,LOC/ISO 639-1
LANGUAGE:98,Irish,ga,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:99,Italian,it,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:100,Japanese,ja,LANGUAGE:12,Index,LOC/ISO 639-1
LANGUAGE:101,Javanese,jv,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:102,Kalaallisut | Greenlandic,kl,LANGUAGE:10,Index,LOC/ISO 639-1
LANGUAGE:103,Kannada,kn,LANGUAGE:9,Index,LOC/ISO 639-1
LANGUAGE:104,Kanuri,kr,LANGUAGE:17,Index,LOC/ISO 639-1
LANGUAGE:105,Kashmiri,ks,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:106,Kazakh,kk,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:107,Khmer,km,LANGUAGE:3,Index,LOC/ISO 639-1
LANGUAGE:108,Kikuyu | Gikuyu,ki,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:109,Kinyarwanda,rw,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:110,Kirundi,rn,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:111,Komi,kv,LANGUAGE:26,Index,LOC/ISO 639-1
LANGUAGE:112,Kongo,kg,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:113,Korean,ko,LANGUAGE:13,Index,LOC/ISO 639-1
LANGUAGE:114,Kurdish,ku,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:115,Kwanyama | Kuanyama,kj,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:116,Kyrgyz,ky,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:117,Lao,lo,LANGUAGE:23,Index,LOC/ISO 639-1
LANGUAGE:118,Latin,la,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:119,Latvian,lv,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:120,Limburgish | Limburgan | Limburger,li,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:121,Lingala,ln,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:122,Lithuanian,lt,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:123,Luba-Katanga,lu,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:124,Luxembourgish | Letzeburgesch,lb,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:125,Macedonian,mk,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:126,Malagasy,mg,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:127,Malay,ms,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:128,Malayalam,ml,LANGUAGE:9,Index,LOC/ISO 639-1
LANGUAGE:129,Maltese,mt,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:130,Manx,gv,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:131,Maori,mi,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:132,Marathi,mr,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:133,Marshallese,mh,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:134,Mongolian,mn,LANGUAGE:15,Index,LOC/ISO 639-1
LANGUAGE:135,Nauru,na,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:136,Navajo | Navaho,nv,LANGUAGE:8,Index,LOC/ISO 639-1
LANGUAGE:137,Ndonga,ng,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:138,Nepali,ne,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:139,Northern Ndebele,nd,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:140,Northern Sami,se,LANGUAGE:26,Index,LOC/ISO 639-1
LANGUAGE:141,Norwegian,no,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:142,Norwegian Bokmal,nb,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:143,Norwegian Nynorsk,nn,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:144,Nuosu,ii,LANGUAGE:21,Index,LOC/ISO 639-1
LANGUAGE:145,Occitan,oc,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:146,Ojibwe | Ojibwa,oj,LANGUAGE:2,Index,LOC/ISO 639-1
LANGUAGE:147,Old Church Slavonic | Church Slavonic | Old Bulgarian,cu,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:148,Oriya,or,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:149,Oromo,om,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:150,Ossetian | Ossetic,os,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:151,Pali,pi,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:152,Panjabi | Punjabi,pa,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:153,Pashto | Pushto,ps,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:154,Persian (Farsi),fa,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:155,Polish,pl,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:156,Portuguese,pt,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:157,Quechua,qu,LANGUAGE:20,Index,LOC/ISO 639-1
LANGUAGE:158,Romanian,ro,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:159,Romansh,rm,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:160,Russian,ru,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:161,Samoan,sm,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:162,Sango,sg,LANGUAGE:7,Index,LOC/ISO 639-1
LANGUAGE:163,Sanskrit (Samskrta),sa,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:164,Sardinian,sc,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:165,Scottish Gaelic | Gaelic,gd,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:166,Serbian,sr,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:167,Shona,sn,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:168,Sindhi,sd,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:169,Sinhala | Sinhalese,si,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:170,Slovak,sk,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:171,Slovene,sl,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:172,Somali,so,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:173,Southern Ndebele,nr,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:174,Southern Sotho,st,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:175,Spanish | Castilian,es,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:176,Sundanese,su,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:177,Swahili,sw,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:178,Swati,ss,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:179,Swedish,sv,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:180,Tagalog,tl,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:181,Tahitian,ty,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:182,Tajik,tg,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:183,Tamil,ta,LANGUAGE:9,Index,LOC/ISO 639-1
LANGUAGE:184,Tatar,tt,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:185,Telugu,te,LANGUAGE:9,Index,LOC/ISO 639-1
LANGUAGE:186,Thai,th,LANGUAGE:23,Index,LOC/ISO 639-1
LANGUAGE:187,Tibetan Standard | Tibetan | Central,bo,LANGUAGE:21,Index,LOC/ISO 639-1
LANGUAGE:188,Tigrinya,ti,LANGUAGE:1,Index,LOC/ISO 639-1
LANGUAGE:189,Tonga (Tonga Islands),to,LANGUAGE:4,Index,LOC/ISO 639-1
LANGUAGE:190,Tsonga,ts,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:191,Tswana,tn,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:192,Turkish,tr,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:193,Turkmen,tk,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:194,Twi,tw,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:195,Ukrainian,uk,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:196,Urdu,ur,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:197,Uyghur | Uighur,ug,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:198,Uzbek,uz,LANGUAGE:25,Index,LOC/ISO 639-1
LANGUAGE:199,Venda,ve,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:200,Vietnamese,vi,LANGUAGE:3,Index,LOC/ISO 639-1
LANGUAGE:201,Volapuk,vo,LANGUAGE:6,Index,LOC/ISO 639-1
LANGUAGE:202,Walloon,wa,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:203,Welsh,cy,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:204,Western Frisian,fy,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:205,Wolof,wo,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:206,Xhosa,xh,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:207,Yiddish,yi,LANGUAGE:11,Index,LOC/ISO 639-1
LANGUAGE:208,Yoruba,yo,LANGUAGE:16,Index,LOC/ISO 639-1
LANGUAGE:209,Zhuang | Chuang,za,LANGUAGE:23,Index,LOC/ISO 639-1
LANGUAGE:210,Zulu,zu,LANGUAGE:16,Index,LOC/ISO 639-1